"","pos","last.week","peak","weeks.on.chart","title","artist","chart.entry.date","entry.position","overall.peak","overall.weeks.on.chart","chart.date","concurrent.count","artist.relevancy"
"7447",47,"35",9,26,"The Way","ARIANA GRANDE featuring MAC MILLER",41377,10,9,26,20131005,0,1
"7448",48,"44",31,14,"Brave","SARA BAREILLES",41461,100,23,41,20131005,0,3
"7449",49,"48",48,8,"Mine Would Be You","BLAKE SHELTON",41503,100,28,20,20131005,0,17
"7450",50,"61",50,4,"Gorilla","BRUNO MARS",41531,60,22,15,20131005,0,18
"7451",51,"40",29,9,"Gas Pedal","SAGE THE GEMINI featuring IAMSU",41496,58,29,25,20131005,0,1
"7452",52,"88",52,2,"Wu-Tang Forever","DRAKE",41545,88,52,3,20131005,0,82
"7453",53,"56",53,10,"Aw Naw","CHRIS YOUNG",41489,97,45,20,20131005,0,10
"7454",54,"101",54,1,"TKO","JUSTIN TIMBERLAKE",41552,54,36,17,20131005,0,11
"7455",55,"53",53,17,"Point At You","JUSTIN MOORE",41440,97,53,19,20131005,0,7
"7456",56,"50",50,10,"Type Of Way","RICH HOMIE QUAN",41489,98,50,20,20131005,0,4
"7457",57,"57",57,5,"Slow Down","SELENA GOMEZ",41524,94,27,18,20131005,0,9
"7458",58,"54",54,8,"True Love","PINK featuring LILY ALLEN",41503,85,53,14,20131005,0,1
"7459",59,"55",55,9,"Southern Girl","TIM McGRAW",41496,100,42,20,20131005,0,12
"7460",60,"58",58,13,"Sweater Weather","THE NEIGHBOURHOOD",41468,96,14,35,20131005,0,1
"7461",61,"68",61,5,"Replay","ZENDAYA",41524,77,40,21,20131005,0,2
"7462",62,"63",62,13,"Parking Lot Party","LEE BRICE",41468,93,62,20,20131005,0,7
"7463",63,"47",33,17,"Little Bit Of Everything","KEITH URBAN",41440,91,33,19,20131005,0,12
"7464",64,"62",29,11,"Take Back The Night","JUSTIN TIMBERLAKE",41482,47,29,13,20131005,0,11
"7465",65,"101",65,1,"A Light That Never Comes","LINKIN PARK vs STEVE AOKI",41552,65,65,1,20131005,0,1
"7466",66,"52",52,10,"Red Nose","SAGE THE GEMINI",41489,62,52,20,20131005,0,3
"7467",67,"64",24,20,"Runnin' Outta Moonlight","RANDY HOUSER",41419,91,24,20,20131005,0,4
"7468",68,"80",68,2,"We Were Us","KEITH URBAN & MIRANDA LAMBERT",41545,80,26,20,20131005,0,1
"7469",69,"77",69,4,"Sunny And 75","JOE NICHOLS",41531,98,39,20,20131005,0,4
"7470",70,"101",70,1,"Waiting For Superman","DAUGHTRY",41552,70,70,1,20131005,0,4
"7471",71,"78",71,3,"I Luv This Shit","AUGUST ALSINA / TRINIDAD JAMES",41538,85,48,20,20131005,0,1
"7472",72,"73",39,11,"Tom Ford","JAY Z",41482,39,39,20,20131005,0,12
"7473",73,"74",72,6,"Pompeii","BASTILLE",41517,95,5,53,20131005,0,2
"7474",74,"71",64,12,"HeadBand","B.O.B featuring 2 CHAINZ",41475,98,53,26,20131005,0,2
"7475",75,"67",30,18,"Don't Ya","BRETT ELDREDGE",41433,95,30,20,20131005,0,3
"7476",76,"76",76,7,"Red","TAYLOR SWIFT",41510,100,32,17,20131005,0,49
"7477",77,"59",51,20,"All Over The Road","EASTON CORBIN",41419,98,51,20,20131005,0,5
"7478",78,"101",78,1,"Monster","IMAGINE DRAGONS",41552,78,78,1,20131005,0,7
"7479",79,"65",57,7,"Young And Beautiful","LANA DEL REY",41510,95,57,8,20131005,0,6
"7480",80,"75",75,2,"Honest","FUTURE",41545,75,55,17,20131005,0,15
"7481",81,"66",66,12,"Feds Watching","2 CHAINZ featuring PHARRELL",41475,67,66,13,20131005,0,1
"7482",82,"101",82,1,"Show Me","KID INK featuring CHRIS BROWN",41552,82,82,1,20131005,0,3
"7483",83,"84",83,2,"Drunk Last Night","ELI YOUNG BAND",41545,84,41,19,20131005,0,4
"7484",84,"79",79,2,"Propuesta Indecente","ROMEO SANTOS",41545,79,79,5,20131005,0,5
"7485",85,"101",85,1,"You Make Me","AVICII",41552,85,85,1,20131005,0,5
"7486",86,"101",86,1,"Animals","MARTIN GARRIX",41552,86,21,34,20131005,0,1
"7487",87,"90",87,2,"Wasting All These Tears","CASSADEE POPE",41545,90,46,19,20131005,0,5
"7488",88,"101",88,1,"Best I Ever Had","GAVIN DeGRAW",41552,88,88,3,20131005,0,2
"7489",89,"87",87,5,"American Girl","BONNIE McKEE",41524,100,87,6,20131005,0,1
"7490",90,"96",90,2,"Outta My Head","CRAIG CAMPBELL",41545,96,90,5,20131005,0,4
"7491",91,"93",79,6,"Bruises","TRAIN featuring ASHLEY MONROE",41517,97,79,8,20131005,0,1
"7492",92,"92",81,4,"Bounce It","JUICY J featuring WALE & TREY SONGZ",41531,96,74,19,20131005,0,1
"7493",93,"101",93,1,"Carolina","PARMALEE",41552,93,36,19,20131005,0,2
"7494",94,"97",94,2,"Could It Be","CHARLIE WORSHAM",41545,97,94,2,20131005,0,1
"7495",95,"86",76,7,"Miss Movin' On","FIFTH HARMONY",41510,83,76,7,20131005,0,4
"7496",96,"101",96,1,"Thsi Is What It Feels Like","ARMIN VAN BUUREN featuring TREVOR GUTHRIE",41552,96,96,1,20131005,0,1
"7497",97,"85",78,5,"Darte Un Beso","PRINCE ROYCE",41524,78,78,5,20131005,0,3
"7498",98,"83",44,20,"Tapout","RICH GANG featuring LIL WAYNE, BIRDMAN, FUTURE, MACK MAINE",41419,100,44,20,20131005,0,1
"7499",99,"101",99,1,"Burn","ELLIE GOULDING",41552,99,13,34,20131005,0,8
"7500",100,"101",100,1,"White Walls","MACKLEMORE & RYAN LEWIS featuring SCHOOLBOY Q & HOLLIS",41552,100,15,22,20131005,0,1
"7501",1,"22",1,4,"Wrecking Ball","MILEY CYRUS",41524,50,1,32,20130928,0,12
"7502",2,"1",1,6,"Roar","KATY PERRY",41510,85,1,35,20130928,0,18
"7503",3,"3",3,11,"Royals","LORDE",41475,90,1,44,20130928,0,5
"7504",4,"2",1,22,"Blurred Lines","ROBIN THICKE featuring T.I. & PHARRELL",41398,94,1,48,20130928,0,1
"7505",5,"5",5,12,"Wake Me Up!","AVICII",41468,81,4,53,20130928,0,5
"7506",6,"4",4,10,"Holy Grail","JAY Z featuring JUSTIN TIMBERLAKE",41482,8,4,27,20130928,0,1
"7507",7,"7",4,5,"Applause","LADY GAGA",41517,6,4,23,20130928,0,15
"7508",8,"10",3,3,"Berzerk","EMINEM",41531,3,3,20,20130928,0,25
"7509",9,"8",8,6,"Hold On, We're Going Home","DRAKE featuring MAJID JORDAN",41510,21,4,33,20130928,0,1
"7510",10,"6",6,10,"Summertime Sadness","LANA DEL REY",41482,72,6,23,20130928,0,6
"7511",11,"11",2,15,"We Can't Stop","MILEY CYRUS",41447,11,2,26,20130928,0,12
"7512",12,"9",8,20,"Safe And Sound","CAPITAL CITIES",41412,99,8,43,20130928,0,1
"7513",13,"12",3,53,"Radioactive","IMAGINE DRAGONS",41181,91,3,85,20130928,0,7
"7514",14,"13",8,26,"Clarity","ZEDD featuring FOXES",41370,86,8,33,20130928,0,1
"7515",15,"19",15,5,"That's My Kind Of Night","LUKE BRYAN",41517,16,15,21,20130928,0,16
"7516",16,"14",2,22,"Get Lucky","DAFT PUNK featuring PHARRELL WILLIAMS",41398,19,2,29,20130928,0,1
"7517",17,"15",5,18,"Treasure","BRUNO MARS",41426,71,5,23,20130928,0,18
"7518",18,"16",6,38,"Cups","ANNA KENDRICK",41286,93,6,44,20130928,0,1
"7519",19,"17",11,25,"Same Love","MACKLEMORE & RYAN LEWIS featuring MARY LAMBERT",41377,93,11,28,20130928,0,1
"7520",20,"21",2,31,"Mirrors","JUSTIN TIMBERLAKE",41335,24,2,42,20130928,0,11
"7521",21,"18",10,17,"Love Somebody","MAROON 5",41433,54,10,21,20130928,0,15
"7522",22,"24",22,34,"Sail","AWOLNATION",41314,63,17,59,20130928,0,1
"7523",23,"20",2,8,"Best Song Ever","ONE DIRECTION",41496,2,2,17,20130928,0,19
"7524",24,"23",16,22,"I Need Your Love","CALVIN HARRIS featuring ELLIE GOULDING",41398,76,16,25,20130928,0,2
"7525",25,"29",25,2,"The Fox","YLVIS",41538,29,6,18,20130928,0,1
"7526",26,"25",1,30,"Can't Hold Us","MACKLEMORE & RYAN LEWIS featuring RAY DALTON",41342,92,1,37,20130928,0,1
"7527",27,"30",27,10,"Night Train","JASON ALDEAN",41482,90,26,19,20130928,0,18
"7528",28,"31",25,4,"Give It 2 U","ROBIN THICKE featuring KENDRICK LAMAR",41524,83,25,12,20130928,0,1
"7529",29,"32",29,16,"Redneck Crazy","TYLER FARR",41440,95,29,20,20130928,0,3
"7530",30,"28",28,14,"Round Here","FLORIDA GEORGIA LINE",41454,89,28,20,20130928,0,11
"7531",31,"27",24,28,"Gone, Gone, Gone","PHILLIP PHILLIPS",41356,100,24,30,20130928,0,4
"7532",32,"33",32,14,"It Goes Like This","THOMAS RHETT",41454,96,25,22,20130928,0,5
"7533",33,"26",4,24,"Cruise","FLORIDA GEORGIA LINE featuring NELLY",41384,8,4,28,20130928,0,1
"7534",34,"34",1,31,"Just Give Me A Reason","P!NK featuring NATE RUESS",41335,84,1,36,20130928,0,1
"7535",35,"42",9,25,"The Way","ARIANA GRANDE featuring MAC MILLER",41377,10,9,26,20130928,0,1
"7536",36,"37",36,13,"Crooked Smile","J. COLE featuring TLC",41461,74,27,20,20130928,0,1
"7537",37,"36",36,9,"Still Into You","PARAMORE",41489,100,24,19,20130928,0,6
"7538",38,"41",32,13,"Counting Stars","ONEREPUBLIC",41461,32,2,68,20130928,0,8
"7539",39,"39",39,8,"Love More","CHRIS BROWN featuring NICKI MINAJ",41496,56,23,26,20130928,0,1
"7540",40,"35",29,8,"Gas Pedal","SAGE THE GEMINI featuring IAMSU",41496,58,29,25,20130928,0,1
"7541",41,"38",38,7,"Beware","BIG SEAN featuring LIL WAYNE & JHENE AIKO",41503,94,38,19,20130928,0,1
"7542",42,"43",41,8,"Everything Has Changed","TAYLOR SWIFT featuring ED SHEERAN",41496,41,32,17,20130928,0,1
"7543",43,"52",43,7,"Let Her Go","PASSENGER",41503,95,5,43,20130928,0,1
"7544",44,"40",31,13,"Brave","SARA BAREILLES",41461,100,23,41,20130928,0,3
"7545",45,"48",45,16,"Hey Girl","BILLY CURRINGTON",41440,93,39,20,20130928,0,6
"7546",46,"101",46,1,"Demons","IMAGINE DRAGONS",41545,46,6,41,20130928,0,7
"7547",47,"45",33,16,"Little Bit Of Everything","KEITH URBAN",41440,91,33,19,20130928,0,12
"7548",48,"54",48,7,"Mine Would Be You","BLAKE SHELTON",41503,100,28,20,20130928,0,17
"7549",49,"49",3,32,"Stay","RIHANNA featuring MIKKY EKKO",41328,57,3,32,20130928,0,1
"7550",50,"55",50,9,"Type Of Way","RICH HOMIE QUAN",41489,98,50,20,20130928,0,4
"7551",51,"101",51,1,"Stay The Night","ZEDD featuring HAYLEY WILLIAMS of PARAMORE",41545,51,51,1,20130928,0,1
"7552",52,"60",52,9,"Red Nose","SAGE THE GEMINI",41489,62,52,20,20130928,0,3
"7553",53,"61",53,16,"Point At You","JUSTIN MOORE",41440,97,53,19,20130928,0,7
"7554",54,"62",54,7,"True Love","PINK featuring LILY ALLEN",41503,85,53,14,20130928,0,1
"7555",55,"56",55,8,"Southern Girl","TIM McGRAW",41496,100,42,20,20130928,0,12
"7556",56,"63",56,9,"Aw Naw","CHRIS YOUNG",41489,97,45,20,20130928,0,10
"7557",57,"68",57,4,"Slow Down","SELENA GOMEZ",41524,94,27,18,20130928,0,9
"7558",58,"64",58,12,"Sweater Weather","THE NEIGHBOURHOOD",41468,96,14,35,20130928,0,1
"7559",59,"51",51,19,"All Over The Road","EASTON CORBIN",41419,98,51,20,20130928,0,5
"7560",60,"94",60,2,"Baby I","ARIANA GRANDE",41538,94,60,2,20130928,0,13
"7561",61,"88",60,3,"Gorilla","BRUNO MARS",41531,60,22,15,20130928,0,18
"7562",62,"44",29,10,"Take Back The Night","JUSTIN TIMBERLAKE",41482,47,29,13,20130928,0,11
"7563",63,"65",63,12,"Parking Lot Party","LEE BRICE",41468,93,62,20,20130928,0,7
"7564",64,"59",24,19,"Runnin' Outta Moonlight","RANDY HOUSER",41419,91,24,20,20130928,0,4
"7565",65,"57",57,6,"Young And Beautiful","LANA DEL REY",41510,95,57,8,20130928,0,6
"7566",66,"67",66,11,"Feds Watching","2 CHAINZ featuring PHARRELL",41475,67,66,13,20130928,0,1
"7567",67,"58",30,17,"Don't Ya","BRETT ELDREDGE",41433,95,30,20,20130928,0,3
"7568",68,"73",68,4,"Replay","ZENDAYA",41524,77,40,21,20130928,0,2
"7569",69,"75",69,2,"Atlas","COLDPLAY",41538,75,69,2,20130928,0,10
"7570",70,"101",70,1,"23","MIKE WILL MADE IT feat MILEY CYRUS, WIZ KHALIFA & JUICY J",41545,70,70,1,20130928,0,1
"7571",71,"66",64,11,"HeadBand","B.O.B featuring 2 CHAINZ",41475,98,53,26,20130928,0,2
"7572",72,"79",72,7,"Easy","SHERYL CROW",41503,98,72,7,20130928,0,2
"7573",73,"74",39,10,"Tom Ford","JAY Z",41482,39,39,20,20130928,0,12
"7574",74,"72",72,5,"Pompeii","BASTILLE",41517,95,5,53,20130928,0,2
"7575",75,"101",75,1,"Honest","FUTURE",41545,75,55,17,20130928,0,15
"7576",76,"76",76,6,"Red","TAYLOR SWIFT",41510,100,32,17,20130928,0,49
"7577",77,"83",77,3,"Sunny And 75","JOE NICHOLS",41531,98,39,20,20130928,0,4
"7578",78,"85",78,2,"I Luv This Shit","AUGUST ALSINA / TRINIDAD JAMES",41538,85,48,20,20130928,0,1
"7579",79,"101",79,1,"Propuesta Indecente","ROMEO SANTOS",41545,79,79,5,20130928,0,5
"7580",80,"101",80,1,"We Were Us","KEITH URBAN & MIRANDA LAMBERT",41545,80,26,20,20130928,0,1
"7581",81,"69",34,20,"See You Again","CARRIE UNDERWOOD",41412,90,34,20,20130928,0,11
"7582",82,"71",35,10,"Don't Drop That Thun Thun","THE FINATTICZ",41482,88,35,10,20130928,0,1
"7583",83,"70",44,19,"Tapout","RICH GANG featuring LIL WAYNE, BIRDMAN, FUTURE, MACK MAINE",41419,100,44,20,20130928,0,1
"7584",84,"101",84,1,"Drunk Last Night","ELI YOUNG BAND",41545,84,41,19,20130928,0,4
"7585",85,"80",78,4,"Darte Un Beso","PRINCE ROYCE",41524,78,78,5,20130928,0,3
"7586",86,"91",76,6,"Miss Movin' On","FIFTH HARMONY",41510,83,76,7,20130928,0,4
"7587",87,"92",87,4,"American Girl","BONNIE McKEE",41524,100,87,6,20130928,0,1
"7588",88,"101",88,1,"Wu-Tang Forever","DRAKE",41545,88,52,3,20130928,0,82
"7589",89,"93",51,12,"Wop","J. DASH",41468,94,51,12,20130928,0,1
"7590",90,"101",90,1,"Wasting All These Tears","CASSADEE POPE",41545,90,46,19,20130928,0,5
"7591",91,"77",34,12,"Beneath Your Beautiful","LABRINTH featuring EMELI SANDE",41468,95,34,12,20130928,0,1
"7592",92,"81",81,3,"Bounce It","JUICY J featuring WALE & TREY SONGZ",41531,96,74,19,20130928,0,1
"7593",93,"89",79,5,"Bruises","TRAIN featuring ASHLEY MONROE",41517,97,79,8,20130928,0,1
"7594",94,"101",94,1,"I Do It","2 CHAINZ featuring DRAKE & LIL WAYNE",41545,94,94,1,20130928,0,1
"7595",95,"87",87,2,"Popular Song","MIKA featuring ARIANA GRANDE",41538,87,87,2,20130928,0,1
"7596",96,"101",96,1,"Outta My Head","CRAIG CAMPBELL",41545,96,90,5,20130928,0,4
"7597",97,"101",97,1,"Could It Be","CHARLIE WORSHAM",41545,97,94,2,20130928,0,1
"7598",98,"84",63,13,"Ain't Worried About Nothin'","FRENCH MONTANA",41461,97,63,13,20130928,0,8
"7599",99,"101",99,1,"Reflektor","ARCADE FIRE",41545,99,99,1,20130928,0,1
"7600",100,"101",100,1,"Vivir Mi Vida","MARC ANTHONY",41545,100,100,1,20130928,0,2
"7601",1,"1",1,5,"Roar","KATY PERRY",41510,85,1,35,20130921,0,18
"7602",2,"2",1,21,"Blurred Lines","ROBIN THICKE featuring T.I. & PHARRELL",41398,94,1,48,20130921,0,1
"7603",3,"8",3,10,"Royals","LORDE",41475,90,1,44,20130921,0,5
"7604",4,"5",4,9,"Holy Grail","JAY Z featuring JUSTIN TIMBERLAKE",41482,8,4,27,20130921,0,1
"7605",5,"7",5,11,"Wake Me Up!","AVICII",41468,81,4,53,20130921,0,5
"7606",6,"10",6,9,"Summertime Sadness","LANA DEL REY",41482,72,6,23,20130921,0,6
"7607",7,"6",4,4,"Applause","LADY GAGA",41517,6,4,23,20130921,0,15
"7608",8,"12",8,5,"Hold On, We're Going Home","DRAKE featuring MAJID JORDAN",41510,21,4,33,20130921,0,1
"7609",9,"11",8,19,"Safe And Sound","CAPITAL CITIES",41412,99,8,43,20130921,0,1
"7610",10,"3",3,2,"Berzerk","EMINEM",41531,3,3,20,20130921,0,25
"7611",11,"4",2,14,"We Can't Stop","MILEY CYRUS",41447,11,2,26,20130921,0,12
"7612",12,"9",3,52,"Radioactive","IMAGINE DRAGONS",41181,91,3,85,20130921,0,7
"7613",13,"17",8,25,"Clarity","ZEDD featuring FOXES",41370,86,8,33,20130921,0,1
"7614",14,"15",2,21,"Get Lucky","DAFT PUNK featuring PHARRELL WILLIAMS",41398,19,2,29,20130921,0,1
"7615",15,"16",5,17,"Treasure","BRUNO MARS",41426,71,5,23,20130921,0,18
"7616",16,"18",6,37,"Cups","ANNA KENDRICK",41286,93,6,44,20130921,0,1
"7617",17,"13",11,24,"Same Love","MACKLEMORE & RYAN LEWIS featuring MARY LAMBERT",41377,93,11,28,20130921,0,1
"7618",18,"21",10,16,"Love Somebody","MAROON 5",41433,54,10,21,20130921,0,15
"7619",19,"22",16,4,"That's My Kind Of Night","LUKE BRYAN",41517,16,15,21,20130921,0,16
"7620",20,"20",2,7,"Best Song Ever","ONE DIRECTION",41496,2,2,17,20130921,0,19
"7621",21,"19",2,30,"Mirrors","JUSTIN TIMBERLAKE",41335,24,2,42,20130921,0,11
"7622",22,"14",14,3,"Wrecking Ball","MILEY CYRUS",41524,50,1,32,20130921,0,12
"7623",23,"24",16,21,"I Need Your Love","CALVIN HARRIS featuring ELLIE GOULDING",41398,76,16,25,20130921,0,2
"7624",24,"27",24,33,"Sail","AWOLNATION",41314,63,17,59,20130921,0,1
"7625",25,"23",1,29,"Can't Hold Us","MACKLEMORE & RYAN LEWIS featuring RAY DALTON",41342,92,1,37,20130921,0,1
"7626",26,"26",4,23,"Cruise","FLORIDA GEORGIA LINE featuring NELLY",41384,8,4,28,20130921,0,1
"7627",27,"28",24,27,"Gone, Gone, Gone","PHILLIP PHILLIPS",41356,100,24,30,20130921,0,4
"7628",28,"30",28,13,"Round Here","FLORIDA GEORGIA LINE",41454,89,28,20,20130921,0,11
"7629",29,"101",29,1,"The Fox","YLVIS",41538,29,6,18,20130921,0,1
"7630",30,"35",30,9,"Night Train","JASON ALDEAN",41482,90,26,19,20130921,0,18
"7631",31,"25",25,3,"Give It 2 U","ROBIN THICKE featuring KENDRICK LAMAR",41524,83,25,12,20130921,0,1
"7632",32,"43",32,15,"Redneck Crazy","TYLER FARR",41440,95,29,20,20130921,0,3
"7633",33,"36",33,13,"It Goes Like This","THOMAS RHETT",41454,96,25,22,20130921,0,5
"7634",34,"31",1,30,"Just Give Me A Reason","P!NK featuring NATE RUESS",41335,84,1,36,20130921,0,1
"7635",35,"33",29,7,"Gas Pedal","SAGE THE GEMINI featuring IAMSU",41496,58,29,25,20130921,0,1
"7636",36,"48",36,8,"Still Into You","PARAMORE",41489,100,24,19,20130921,0,6
"7637",37,"44",37,12,"Crooked Smile","J. COLE featuring TLC",41461,74,27,20,20130921,0,1
"7638",38,"38",38,6,"Beware","BIG SEAN featuring LIL WAYNE & JHENE AIKO",41503,94,38,19,20130921,0,1
"7639",39,"52",39,7,"Love More","CHRIS BROWN featuring NICKI MINAJ",41496,56,23,26,20130921,0,1
"7640",40,"41",31,12,"Brave","SARA BAREILLES",41461,100,23,41,20130921,0,3
"7641",41,"55",32,12,"Counting Stars","ONEREPUBLIC",41461,32,2,68,20130921,0,8
"7642",42,"32",9,24,"The Way","ARIANA GRANDE featuring MAC MILLER",41377,10,9,26,20130921,0,1
"7643",43,"49",41,7,"Everything Has Changed","TAYLOR SWIFT featuring ED SHEERAN",41496,41,32,17,20130921,0,1
"7644",44,"29",29,9,"Take Back The Night","JUSTIN TIMBERLAKE",41482,47,29,13,20130921,0,11
"7645",45,"40",33,15,"Little Bit Of Everything","KEITH URBAN",41440,91,33,19,20130921,0,12
"7646",46,"34",6,22,"Come & Get It","SELENA GOMEZ",41391,45,6,22,20130921,0,9
"7647",47,"37",1,48,"Thrift Shop","MACKLEMORE & RYAN LEWIS featuring WANZ",41209,96,1,48,20130921,0,1
"7648",48,"51",48,15,"Hey Girl","BILLY CURRINGTON",41440,93,39,20,20130921,0,6
"7649",49,"45",3,31,"Stay","RIHANNA featuring MIKKY EKKO",41328,57,3,32,20130921,0,1
"7650",50,"39",18,21,"The Other Side","JASON DERULO",41398,75,18,21,20130921,0,12
"7651",51,"54",51,18,"All Over The Road","EASTON CORBIN",41419,98,51,20,20130921,0,5
"7652",52,"63",52,6,"Let Her Go","PASSENGER",41503,95,5,43,20130921,0,1
"7653",53,"53",22,20,"Body Party","CIARA",41405,35,22,20,20130921,0,4
"7654",54,"58",54,6,"Mine Would Be You","BLAKE SHELTON",41503,100,28,20,20130921,0,17
"7655",55,"57",55,8,"Type Of Way","RICH HOMIE QUAN",41489,98,50,20,20130921,0,4
"7656",56,"64",56,7,"Southern Girl","TIM McGRAW",41496,100,42,20,20130921,0,12
"7657",57,"66",57,5,"Young And Beautiful","LANA DEL REY",41510,95,57,8,20130921,0,6
"7658",58,"46",30,16,"Don't Ya","BRETT ELDREDGE",41433,95,30,20,20130921,0,3
"7659",59,"56",24,18,"Runnin' Outta Moonlight","RANDY HOUSER",41419,91,24,20,20130921,0,4
"7660",60,"65",54,8,"Red Nose","SAGE THE GEMINI",41489,62,52,20,20130921,0,3
"7661",61,"62",61,15,"Point At You","JUSTIN MOORE",41440,97,53,19,20130921,0,7
"7662",62,"61",59,6,"True Love","PINK featuring LILY ALLEN",41503,85,53,14,20130921,0,1
"7663",63,"69",63,8,"Aw Naw","CHRIS YOUNG",41489,97,45,20,20130921,0,10
"7664",64,"73",64,11,"Sweater Weather","THE NEIGHBOURHOOD",41468,96,14,35,20130921,0,1
"7665",65,"68",65,11,"Parking Lot Party","LEE BRICE",41468,93,62,20,20130921,0,7
"7666",66,"67",64,10,"HeadBand","B.O.B featuring 2 CHAINZ",41475,98,53,26,20130921,0,2
"7667",67,"70",67,10,"Feds Watching","2 CHAINZ featuring PHARRELL",41475,67,66,13,20130921,0,1
"7668",68,"81",68,3,"Slow Down","SELENA GOMEZ",41524,94,27,18,20130921,0,9
"7669",69,"59",34,19,"See You Again","CARRIE UNDERWOOD",41412,90,34,20,20130921,0,11
"7670",70,"71",44,18,"Tapout","RICH GANG featuring LIL WAYNE, BIRDMAN, FUTURE, MACK MAINE",41419,100,44,20,20130921,0,1
"7671",71,"74",35,9,"Don't Drop That Thun Thun","THE FINATTICZ",41482,88,35,10,20130921,0,1
"7672",72,"88",72,4,"Pompeii","BASTILLE",41517,95,5,53,20130921,0,2
"7673",73,"76",73,3,"Replay","ZENDAYA",41524,77,40,21,20130921,0,2
"7674",74,"77",39,9,"Tom Ford","JAY Z",41482,39,39,20,20130921,0,12
"7675",75,"101",75,1,"Atlas","COLDPLAY",41538,75,69,2,20130921,0,10
"7676",76,"82",76,5,"Red","TAYLOR SWIFT",41510,100,32,17,20130921,0,49
"7677",77,"72",34,11,"Beneath Your Beautiful","LABRINTH featuring EMELI SANDE",41468,95,34,12,20130921,0,1
"7678",78,"75",61,6,"Turn The Night Up","ENRIQUE IGLESIAS",41503,62,61,6,20130921,0,12
"7679",79,"99",79,6,"Easy","SHERYL CROW",41503,98,72,7,20130921,0,2
"7680",80,"86",78,3,"Darte Un Beso","PRINCE ROYCE",41524,78,78,5,20130921,0,3
"7681",81,"96",81,2,"Bounce It","JUICY J featuring WALE & TREY SONGZ",41531,96,74,19,20130921,0,1
"7682",82,"101",82,1,"Almost Is Never Enough","ARIANA GRANDE featuring NATHAN SYKES",41538,82,82,1,20130921,0,1
"7683",83,"98",83,2,"Sunny And 75","JOE NICHOLS",41531,98,39,20,20130921,0,4
"7684",84,"79",63,12,"Ain't Worried About Nothin'","FRENCH MONTANA",41461,97,63,13,20130921,0,8
"7685",85,"101",85,1,"I Luv This Shit","AUGUST ALSINA / TRINIDAD JAMES",41538,85,48,20,20130921,0,1
"7686",86,"80",80,11,"Goodbye Town","LADY ANTEBELLUM",41468,98,80,11,20130921,0,14
"7687",87,"101",87,1,"Popular Song","MIKA featuring ARIANA GRANDE",41538,87,87,2,20130921,0,1
"7688",88,"60",60,2,"Gorilla","BRUNO MARS",41531,60,22,15,20130921,0,18
"7689",89,"90",79,4,"Bruises","TRAIN featuring ASHLEY MONROE",41517,97,79,8,20130921,0,1
"7690",90,"84",84,7,"When I See This Bar","KENNY CHESNEY",41496,97,84,7,20130921,0,13
"7691",91,"95",76,5,"Miss Movin' On","FIFTH HARMONY",41510,83,76,7,20130921,0,4
"7692",92,"97",92,3,"American Girl","BONNIE McKEE",41524,100,87,6,20130921,0,1
"7693",93,"85",51,11,"Wop","J. DASH",41468,94,51,12,20130921,0,1
"7694",94,"101",94,1,"Baby I","ARIANA GRANDE",41538,94,60,2,20130921,0,13
"7695",95,"92",64,9,"F*ckwithmeyouknowigotit","JAY Z featuring RICK ROSS",41482,64,64,9,20130921,0,1
"7696",96,"87",87,2,"Loco","ENRIQUE IGLESIAS featuring ROMEO SANTOS",41531,87,87,2,20130921,0,1
"7697",97,"101",97,1,"All Of Me","JOHN LEGEND",41538,97,97,1,20130921,0,5
"7698",98,"101",98,1,"m.A.A.d City","KENDRICK LAMAR featuring MC EIHT",41538,98,98,1,20130921,0,1
"7699",99,"101",99,1,"Versace","MIGOS",41538,99,99,1,20130921,0,3
"7700",100,"101",100,1,"Act Right","YO GOTTI featuring JEEZY & YG",41538,100,100,1,20130921,0,1
"7701",1,"2",1,4,"Roar","KATY PERRY",41510,85,1,35,20130914,0,18
"7702",2,"1",1,20,"Blurred Lines","ROBIN THICKE featuring T.I. & PHARRELL",41398,94,1,48,20130914,0,1
"7703",3,"101",3,1,"Berzerk","EMINEM",41531,3,3,20,20130914,0,25
"7704",4,"3",2,13,"We Can't Stop","MILEY CYRUS",41447,11,2,26,20130914,0,12
"7705",5,"6",5,8,"Holy Grail","JAY Z featuring JUSTIN TIMBERLAKE",41482,8,4,27,20130914,0,1
"7706",6,"4",4,3,"Applause","LADY GAGA",41517,6,4,23,20130914,0,15
"7707",7,"7",7,10,"Wake Me Up!","AVICII",41468,81,4,53,20130914,0,5
"7708",8,"12",8,9,"Royals","LORDE",41475,90,1,44,20130914,0,5
"7709",9,"5",3,51,"Radioactive","IMAGINE DRAGONS",41181,91,3,85,20130914,0,7
"7710",10,"9",9,8,"Summertime Sadness","LANA DEL REY",41482,72,6,23,20130914,0,6
"7711",11,"8",8,18,"Safe And Sound","CAPITAL CITIES",41412,99,8,43,20130914,0,1
"7712",12,"17",12,4,"Hold On, We're Going Home","DRAKE featuring MAJID JORDAN",41510,21,4,33,20130914,0,1
"7713",13,"15",11,23,"Same Love","MACKLEMORE & RYAN LEWIS featuring MARY LAMBERT",41377,93,11,28,20130914,0,1
"7714",14,"50",14,2,"Wrecking Ball","MILEY CYRUS",41524,50,1,32,20130914,0,12
